NUTS,NAME_LATN,geometry
PL91,Warszawski stołeczny,"list(list(c(21.1218, 21.42777, 21.59681, 21.71104, 21.79045, 21.9149, 21.93173, 21.84851, 21.5669, 21.2758, 21.23911, 20.62791, 20.36292, 20.41746, 20.76674, 20.93047, 21.1218, 52.55359, 52.47625, 52.55323, 52.47852, 52.28211, 52.21713, 52.08961, 51.98853, 52.02802, 51.87679, 51.90163, 51.96455, 52.25221, 52.3894, 52.63426, 52.55894, 52.55359)))"
PL92,Mazowiecki regionalny,"list(list(c(22.40859, 22.59941, 23.12841, 22.92574, 22.68028, 22.6229, 22.49831, 21.93995, 21.8752, 21.61554, 21.8533, 21.803, 21.63016, 21.44252, 20.95914, 20.76989, 20.43282, 20.49712, 20.41746, 20.38501, 20.61573, 20.57255, 20.28816, 20.21484, 19.9361, 19.65423, 19.28918, 19.49689, 19.44466, 19.68481, 19.67, 19.7616, 19.88026, 20.24292, 20.41114, 20.67595, 21.55169, 21.61295, 21.67684, 22.04659, 22.26454, 22.30322, 22.43174, 22.40859, 52.60969, 52.40108, 52.28784, 52.10247, 52.09415, 52.01874, 
52.05359, 51.99032, 51.69745, 51.61756, 51.4949, 51.07208, 51.06339, 51.02627, 51.18188, 51.16013, 51.3394, 51.48411, 51.60538, 51.64161, 51.71503, 51.85029, 51.95908, 52.11869, 52.29973, 52.26181, 52.39271, 52.75097, 52.93904, 52.96304, 53.09092, 53.1518, 53.19832, 53.14823, 53.21416, 53.26953, 53.47813, 53.48083, 53.20144, 52.86165, 52.86277, 52.78253, 52.78027, 52.60969), c(20.41746, 20.36292, 20.62791, 21.23911, 21.2758, 21.5669, 21.84851, 21.93173, 21.9149, 21.79045, 21.71104, 21.59681, 21.42777, 
21.1218, 20.93047, 20.76674, 20.41746, 52.3894, 52.25221, 51.96455, 51.90163, 51.87679, 52.02802, 51.98853, 52.08961, 52.21713, 52.28211, 52.47852, 52.55323, 52.47625, 52.55359, 52.55894, 52.63426, 52.3894)))"
PT11,Norte,"list(list(c(-8.16508, -8.05186, -7.73453, -7.4163, -7.20046, -7.15913, -6.9858, -6.60342, -6.51903, -6.3092, -6.20609, -6.34427, -6.41557, -6.44477, -6.47971, -6.68979, -6.80896, -6.9299, -7.15092, -7.202, -7.30717, -7.4542, -7.66948, -7.72648, -7.91568, -8.08917, -8.12667, -8.27337, -8.51069, -8.65312, -8.77643, -8.79933, -8.81157, -8.86319, -8.60836, -8.199, -8.1045, -8.19629, -8.16508, 41.8183, 41.82061, 41.90199, 41.82755, 41.87975, 41.97324, 41.97145, 41.93174, 41.70671, 41.65699, 41.56292, 
41.38045, 41.34496, 41.30352, 41.29438, 41.20524, 41.05535, 41.02947, 40.938, 41.02055, 41.01792, 40.81261, 40.86927, 40.95024, 41.01997, 40.98756, 40.87126, 40.76317, 40.78168, 40.96478, 41.47197, 41.56292, 41.61157, 41.87207, 42.05153, 42.15442, 42.03778, 41.92518, 41.8183)))"
PT15,Algarve,"list(list(c(-7.40192, -7.8877, -8.17413, -8.5792, -8.95804, -8.91082, -8.79632, -8.46994, -8.37793, -8.07743, -7.78333, -7.51269, -7.40192, 37.17483, 36.97288, 37.07981, 37.11358, 37.01907, 37.18991, 37.44295, 37.38536, 37.42726, 37.32941, 37.47634, 37.52626, 37.17483)))"
UKL2,East Wales,"list(list(c(-2.72682, -2.77673, -2.98465, -3.14748, -3.04139, -3.07666, -3.18536, -2.95472, -3.08047, -3.11029, -3.06736, -2.65021, -2.66609, -3.08269, -3.19175, -3.37861, -3.63786, -3.49751, -3.23751, -3.11887, -2.98427, -3.15734, -3.33446, -3.42838, -3.59129, -3.75162, -3.80665, -3.67502, -3.74615, -3.70054, -3.92661, -3.75162, -3.62559, -3.57358, -3.48307, -3.37501, -3.15681, -3.13093, -3.16804, -3.29057, -3.33393, -3.36339, -3.10135, -2.95769, -2.83584, -2.72682, 52.9833, 52.91142, 52.95559, 
52.89016, 52.71737, 52.52219, 52.43403, 52.34926, 52.20203, 52.07459, 51.98315, 51.82615, 51.6394, 51.50191, 51.41009, 51.38562, 51.46984, 51.51265, 51.55263, 51.54571, 51.64982, 51.81606, 51.79041, 51.82195, 51.75462, 51.75355, 51.78793, 52.01636, 52.16426, 52.37562, 52.56078, 52.67505, 52.70735, 52.81999, 52.86554, 52.89247, 52.9588, 53.01917, 53.12454, 53.20252, 53.23012, 53.35203, 53.26694, 53.20252, 53.01432, 52.9833)))"
UKM5,North Eastern Scotland,"list(list(c(-2.42535, -2.51435, -2.58436, -2.6195, -2.71206, -2.86569, -3.37211, -3.80163, -3.69143, -3.38726, -3.19417, -2.99122, -2.96072, -2.72515, -2.80151, -2.58436, -2.51435, -2.09375, -1.88776, -1.81679, -2.09375, -2.21408, -2.42535, 56.75519, 56.77909, 56.79789, 56.80733, 56.92215, 56.97901, 56.87474, 56.93601, 57.08178, 57.10251, 57.25671, 57.28855, 57.48627, 57.53655, 57.69525, 57.69523, 57.69522, 57.69518, 57.62728, 57.50089, 57.12507, 56.90825, 56.75519)))"
UKM6,Highlands and Islands,"list(list(c(-0.98192, -1.12485, -1.05116, -1.12485, -1.29759, -1.36237, -1.31393, -1.50902, -1.66045, -1.47796, -1.54012, -1.43152, -1.35258, -1.29854, -1.19313, -1.12485, -0.86085, -0.80755, -0.85098, -0.98192, 60.57591, 60.4204, 60.33313, 60.31157, 59.91702, 59.98106, 60.17037, 60.17871, 60.26296, 60.38436, 60.5109, 60.58592, 60.58199, 60.46251, 60.48341, 60.69829, 60.80976, 60.77324, 60.62233, 60.57591)), list(c(-1.58076, -1.70415, -1.65528, -1.56082, -1.58076, 59.50927, 59.50077, 59.58307, 59.5754, 
59.50927)), list(c(-2.00493, -2.04954, -2.0961, -2.14341, -2.0961, -2.00493, 60.14136, 60.08124, 60.09933, 60.13979, 60.18984, 60.14136)), list(c(-2.4953, -2.58436, -2.59957, -2.61716, -2.58436, -2.55471, -2.4953, 59.21682, 59.21264, 59.22769, 59.28617, 59.3062, 59.31289, 59.21682)), list(c(-2.58436, -2.64233, -2.62872, -2.58436, -2.54596, -2.52621, -2.58436, 59.05006, 59.04956, 59.12104, 59.13441, 59.13728, 59.09984, 59.05006)), list(c(-2.75906, -2.801, -2.82855, -2.76821, -2.72176, -2.75906, 59.12914, 
59.12914, 59.21331, 59.25442, 59.12914, 59.12914)), list(c(-4.43205, -4.19592, -4.03289, -3.40585, -2.80151, -2.72515, -2.96072, -2.99122, -3.19417, -3.38726, -3.69143, -3.80163, -4.52037, -4.65847, -4.82206, -4.78581, -4.814, -4.74865, -4.89706, -5.05062, -5.35493, -5.36885, -5.1748, -5.09979, -5.11995, -5.26945, -5.41656, -5.55579, -5.72361, -5.56106, -5.45431, -5.60579, -5.84552, -6.22514, -6.23343, -6.07332, -5.82986, -5.78494, -5.9621, -6.07909, -6.322, -6.682, -6.59893, -6.2982, -6.18278, -6.08472, 
-5.92008, -5.50444, -5.80468, -5.82666, -5.74686, -5.79045, -5.31979, -5.39909, -5.33001, -5.32504, -5.17154, -5.00521, -4.2492, -3.08623, -3.0743, -3.14575, -3.95064, -4.02896, -3.90558, -3.92676, -4.09922, -4.11045, -4.21088, -4.43205, 57.49435, 57.48945, 57.58474, 57.71612, 57.69525, 57.53655, 57.48627, 57.28855, 57.25671, 57.10251, 57.08178, 56.93601, 56.80542, 56.52811, 56.38309, 56.32385, 56.28154, 56.20333, 56.05759, 55.81085, 55.86153, 55.713, 55.67011, 55.53499, 55.46242, 55.46106, 55.60139, 
55.3997, 55.36852, 56.26997, 56.53399, 56.51299, 56.34568, 56.33495, 56.57615, 56.73876, 56.85312, 57.06756, 57.07303, 57.16032, 57.22091, 57.45389, 57.54163, 57.62912, 57.56428, 57.39248, 57.30808, 57.36694, 57.40745, 57.52262, 57.5889, 57.80468, 57.92846, 58.04158, 58.10634, 58.22197, 58.29837, 58.58895, 58.5374, 58.63364, 58.44259, 58.35937, 57.96596, 57.85731, 57.81227, 57.74274, 57.68569, 57.60663, 57.53287, 57.49435)), list(c(-3.01418, -2.8881, -2.88979, -2.8247, -2.76559, -2.80408, -2.76151, 
-2.88346, -2.99764, -3.25694, -3.29315, -3.22254, -3.23742, -3.32427, -3.40907, -3.34272, -3.2583, -3.09334, -3.07499, -2.98267, -2.96835, -3.03378, -3.01418, 59.00748, 58.98282, 59.05561, 59.08861, 59.01341, 58.96997, 58.91765, 58.87699, 58.94801, 58.95169, 58.91309, 58.85788, 58.77656, 58.79739, 58.88315, 59.10909, 59.14811, 59.14811, 59.1926, 59.18405, 59.14811, 59.10234, 59.00748)), list(c(-2.91647, -2.92852, -2.98933, -3.01726, -2.97276, -2.91647, 58.82971, 58.74045, 58.75054, 58.79936, 58.8606, 
58.82971)), list(c(-2.95314, -2.92954, -3.04572, -3.04625, -2.95314, 59.35799, 59.25826, 59.26512, 59.31551, 59.35799)), list(c(-4.34341, -4.40304, -4.47532, -4.44752, -4.36007, -4.34341, 59.0759, 59.04049, 59.05328, 59.11957, 59.12805, 59.0759)), list(c(-5.69914, -5.95279, -6.07296, -6.04553, -6.32027, -6.25823, -6.34968, -6.42104, -6.51935, -6.40992, -6.20789, -6.09627, -5.8128, -5.71871, -5.69914, 56.10208, 55.81541, 55.77925, 55.6637, 55.60067, 55.77925, 55.77925, 55.70335, 55.69518, 55.86898, 
55.91689, 55.90314, 56.10208, 56.1437, 56.10208)), list(c(-6.09582, -6.16336, -6.23905, -6.12832, -6.09582, 56.8793, 56.85478, 56.881, 56.96704, 56.8793)), list(c(-6.13382, -6.19975, -6.27849, -6.16859, -6.13382, 58.23971, 58.15912, 58.20054, 58.27911, 58.23971)), list(c(-6.16835, -6.20308, -6.29584, -6.20308, -6.16835, 56.11683, 56.00242, 56.00921, 56.12902, 56.11683)), list(c(-6.43681, -6.97396, -7.05877, -6.93259, -7.05649, -7.12023, -7.06353, -6.3503, -6.26226, -6.18819, -6.20468, -6.35484, -6.43681, 
57.96901, 57.73667, 57.79209, 57.91388, 57.97066, 58.09358, 58.20403, 58.46312, 58.5152, 58.46312, 58.34296, 58.20495, 57.96901)), list(c(-6.23661, -6.31923, -6.45294, -6.34125, -6.23661, 57.00722, 56.93564, 57.00779, 57.05917, 57.00722)), list(c(-6.49431, -6.62934, -6.64587, -6.52529, -6.46842, -6.49431, 56.61917, 56.57173, 56.5978, 56.6836, 56.68245, 56.61917)), list(c(-6.87603, -6.8942, -6.97947, -6.99772, -6.83208, -6.79551, -6.87603, 56.48786, 56.44512, 56.45307, 56.50425, 56.53843, 56.50621, 
56.48786)), list(c(-7.23069, -7.365, -7.42472, -7.36552, -7.5307, -7.45444, -7.26578, -7.18353, -7.06604, -7.11031, -7.15531, -7.13877, -7.20515, -7.23069, 57.10194, 57.10194, 57.21604, 57.52192, 57.5954, 57.65898, 57.66823, 57.72685, 57.68634, 57.5954, 57.5954, 57.52597, 57.42877, 57.10194)), list(c(-7.38561, -7.45096, -7.52599, -7.5432, -7.38561, 57.0015, 56.93465, 56.95505, 57.02116, 57.0015)))"
UKM7,Eastern Scotland,"list(list(c(-2.42535, -2.58436, -3.05189, -3.13999, -3.25259, -2.86531, -2.67116, -3.39649, -3.85245, -3.82015, -3.51572, -3.42533, -3.07765, -2.75272, -2.58436, -2.51435, -2.36662, -2.51435, -2.58436, -3.11758, -3.36902, -3.39474, -3.47162, -3.74401, -3.82255, -4.02012, -4.15238, -4.41433, -4.60992, -4.70393, -4.78581, -4.82206, -4.65847, -4.52037, -3.80163, -3.37211, -2.86569, -2.71206, -2.6195, -2.58436, -2.51435, -2.42535, 56.75519, 56.55157, 56.4585, 56.42283, 56.35196, 56.44489, 56.27033, 56.03291, 
56.12062, 56.09912, 56.00226, 55.99403, 55.9469, 56.061, 56.0109, 55.99007, 55.94611, 55.87728, 55.84466, 55.74196, 55.82421, 55.81984, 55.77107, 55.78211, 55.89659, 56.02814, 56.00814, 55.9833, 56.10131, 56.30653, 56.32385, 56.38309, 56.52811, 56.80542, 56.93601, 56.87474, 56.97901, 56.92215, 56.80733, 56.79789, 56.77909, 56.75519)))"
UKM8,West Central Scotland,"list(list(c(-4.15238, -4.02012, -3.82255, -3.74401, -3.92711, -4.10704, -4.25075, -4.24691, -4.88897, -4.84918, -4.47656, -4.39241, -4.47856, -4.67775, -4.71444, -4.76192, -4.84875, -4.87671, -4.74865, -4.814, -4.78581, -4.70393, -4.60992, -4.41433, -4.15238, 56.00814, 56.02814, 55.89659, 55.78211, 55.74959, 55.83475, 55.78499, 55.67915, 55.87479, 55.95202, 55.91919, 55.88968, 55.92612, 55.96539, 55.99405, 56.00961, 55.99323, 56.0615, 56.20333, 56.28154, 56.32385, 56.30653, 56.10131, 55.9833, 56.00814
)))"
UKM9,Southern Scotland,"list(list(c(-2.68975, -2.85851, -3.05737, -3.51075, -3.97307, -4.36615, -4.43829, -4.83359, -4.96787, -5.15152, -5.13191, -5.04023, -5.00026, -4.98153, -4.87091, -4.84918, -4.64192, -4.65827, -4.84918, -4.88935, -4.85885, -4.88897, -4.24691, -4.25075, -4.10704, -3.92711, -3.74401, -3.47162, -3.39474, -3.36902, -3.11758, -2.58436, -2.51435, -2.36662, -2.03433, -2.09375, -2.26018, -2.26204, -2.51435, -2.58436, -2.68975, 55.18906, 55.10842, 54.9869, 54.96713, 54.78333, 54.84542, 54.70667, 54.85518, 
54.71284, 54.90028, 54.97533, 54.99773, 55.11469, 55.14709, 55.22236, 55.26379, 55.47014, 55.57029, 55.6715, 55.70735, 55.77934, 55.87479, 55.67915, 55.78499, 55.83475, 55.74959, 55.78211, 55.77107, 55.81984, 55.82421, 55.74196, 55.84466, 55.87728, 55.94611, 55.81116, 55.76715, 55.64385, 55.43728, 55.29085, 55.25023, 55.18906)))"
TRC3,"Mardin, Batman, Şırnak, Siirt","list(list(c(41.7023, 41.97949, 42.21359, 42.46742, 42.66968, 42.76799, 42.90237, 42.96621, 43.50539, 43.32406, 43.42456, 43.1728, 42.78407, 42.57315, 42.46742, 42.35569, 42.32853, 42.21214, 41.66334, 40.79248, 40.22603, 40.12813, 40.09329, 39.85555, 40.3042, 40.61506, 40.68773, 40.90736, 41.04501, 41.02031, 41.23803, 41.20292, 41.38055, 41.50618, 41.63397, 41.7023, 38.24654, 38.13935, 38.17916, 38.01586, 37.88573, 37.91363, 37.89676, 37.76213, 37.71353, 37.43348, 37.27533, 37.36325, 37.37131, 37.16247, 
37.13601, 37.10804, 37.23931, 37.28049, 37.1029, 37.11783, 36.90137, 36.994, 37.1476, 37.53101, 37.52265, 37.62038, 37.71205, 37.66785, 37.71503, 37.84051, 38.12737, 38.31296, 38.49225, 38.56498, 38.48988, 38.24654)))"
UKC1,Tees Valley and Durham,"list(list(c(-1.55934, -1.46275, -1.34737, -1.24223, -1.23035, -1.21764, -1.21494, -1.20988, -1.17918, -1.17593, -1.17967, -1.18925, -1.1947, -1.19344, -1.19849, -1.19847, -1.18302, -1.16258, -1.16671, -1.16501, -1.16495, -1.16466, -1.1679, -1.17344, -1.17773, -1.18093, -1.18276, -1.18311, -1.18284, -1.18408, -1.18693, -1.19113, -1.19789, -1.20644, -1.22922, -1.21535, -1.2047, -1.19684, -1.16371, -1.15338, -1.15549, -1.15128, -1.15309, -1.13933, -1.13783, -1.12858, -1.12529, -0.79091, -0.92463, -1.12529, 
-1.23479, -1.43478, -1.69686, -2.09375, -2.17017, -2.18406, -2.29033, -2.34025, -2.31204, -2.09375, -1.82095, -1.55934, 54.8821, 54.81657, 54.86069, 54.72259, 54.71722, 54.7116, 54.71113, 54.70898, 54.69968, 54.69709, 54.69393, 54.69567, 54.6924, 54.68857, 54.68469, 54.67957, 54.65967, 54.64664, 54.64378, 54.63389, 54.63123, 54.62839, 54.62599, 54.62429, 54.6212, 54.617, 54.61205, 54.60674, 54.6037, 54.59826, 54.59346, 54.58975, 54.58544, 54.58251, 54.58489, 54.58084, 54.58024, 54.58174, 54.60211, 
54.60178, 54.60655, 54.61622, 54.62637, 54.62961, 54.6384, 54.63571, 54.63398, 54.55948, 54.49341, 54.50438, 54.51037, 54.48751, 54.53606, 54.47068, 54.45826, 54.52765, 54.5961, 54.69505, 54.79108, 54.83748, 54.90573, 54.8821)))"
UKC2,Northumberland and Tyne and Wear,"list(list(c(-1.3639, -1.34737, -1.46275, -1.55934, -1.82095, -2.09375, -2.31204, -2.51435, -2.57615, -2.51435, -2.51435, -2.58436, -2.6535, -2.68975, -2.58436, -2.51435, -2.26204, -2.26018, -2.09375, -2.03433, -1.63176, -1.46169, -1.3639, 54.94418, 54.86069, 54.81657, 54.8821, 54.90573, 54.83748, 54.79108, 54.83447, 54.84772, 55.02096, 55.06431, 55.10698, 55.1418, 55.18906, 55.25023, 55.29085, 55.43728, 55.64385, 55.76715, 55.81116, 55.54862, 55.07439, 54.94418)))"
UKD1,Cumbria,"list(list(c(-2.31204, -2.34025, -2.29033, -2.18406, -2.17017, -2.29417, -2.33985, -2.46083, -2.51435, -2.58436, -2.86947, -3.14836, -3.36078, -3.61822, -3.3634, -3.24826, -3.12121, -3.05737, -2.85851, -2.68975, -2.6535, -2.58436, -2.51435, -2.51435, -2.57615, -2.51435, -2.31204, 54.79108, 54.69505, 54.5961, 54.52765, 54.45826, 54.40839, 54.25246, 54.22676, 54.22021, 54.21164, 54.17674, 54.09396, 54.22711, 54.52778, 54.88899, 54.94559, 54.92793, 54.9869, 55.10842, 55.18906, 55.1418, 55.10698, 55.06431, 
55.02096, 54.84772, 54.83447, 54.79108)))"
UKD3,Greater Manchester,"list(list(c(-1.96335, -2.03102, -2.09375, -2.24076, -2.31397, -2.42661, -2.48969, -2.57674, -2.58436, -2.7305, -2.58436, -2.5113, -2.3791, -2.37121, -2.14629, -2.09375, -1.90958, -1.96335, 53.50985, 53.37029, 53.36709, 53.3596, 53.35745, 53.38746, 53.46029, 53.44604, 53.44974, 53.52063, 53.59157, 53.62703, 53.6309, 53.66711, 53.68227, 53.65034, 53.53842, 53.50985)))"
UKD4,Lancashire,"list(list(c(-2.7305, -2.88796, -3.02919, -2.9562, -2.83374, -3.05737, -3.04794, -2.88117, -2.89935, -2.83121, -2.86947, -2.58436, -2.51435, -2.46083, -2.51435, -2.54067, -2.51435, -2.46952, -2.18448, -2.09375, -2.04613, -2.06121, -2.09375, -2.14629, -2.37121, -2.3791, -2.5113, -2.58436, -2.7305, 53.52063, 53.50384, 53.55598, 53.69753, 53.72213, 53.77648, 53.87577, 53.97117, 54.03602, 54.11479, 54.17674, 54.21164, 54.22021, 54.22676, 54.16114, 54.12887, 54.09831, 54.04626, 53.9523, 53.88531, 53.85014, 
53.82567, 53.77083, 53.68227, 53.66711, 53.6309, 53.62703, 53.59157, 53.52063)))"
UKD6,Cheshire,"list(list(c(-2.42661, -2.31397, -2.24076, -2.09375, -2.03102, -1.98738, -2.09375, -2.38077, -2.51435, -2.58436, -2.69927, -2.72682, -2.83584, -2.95769, -3.10135, -3.11071, -2.92856, -2.75241, -2.59522, -2.66875, -2.58436, -2.57674, -2.48969, -2.42661, 53.38746, 53.35745, 53.3596, 53.36709, 53.37029, 53.21361, 53.15542, 52.99843, 52.9596, 52.97317, 52.99546, 52.9833, 53.01432, 53.20252, 53.26694, 53.29632, 53.30828, 53.31475, 53.32245, 53.39027, 53.44142, 53.44604, 53.46029, 53.38746)))"
UKD7,Merseyside,"list(list(c(-2.88796, -2.7305, -2.58436, -2.57674, -2.58436, -2.66875, -2.59522, -2.75241, -2.82668, -2.94772, -3.00874, -3.087, -2.9562, -3.02919, -2.88796, 53.50384, 53.52063, 53.44974, 53.44604, 53.44142, 53.39027, 53.32245, 53.31475, 53.33167, 53.36903, 53.43841, 53.55801, 53.69753, 53.55598, 53.50384)), list(c(-2.92856, -3.11071, -3.17283, -3.0587, -2.92856, 53.30828, 53.29632, 53.37655, 53.42582, 53.30828)))"
UKE1,East Yorkshire and Northern Lincolnshire,"list(list(c(-0.2501, -0.41914, -0.69847, -0.30837, 0.01738, -0.13944, -0.29954, -0.51394, -0.69084, -0.79742, -0.93552, -0.86527, -1.0486, -0.93767, -0.92345, -0.92522, -0.41294, -0.21245, -0.15018, -0.20247, -0.18285, -6e-05, 0.0839, -0.09881, -0.2501, 53.73332, 53.71962, 53.68551, 53.70507, 53.52537, 53.45274, 53.59476, 53.47259, 53.51365, 53.45509, 53.50252, 53.63773, 53.65608, 53.75981, 53.88079, 53.99155, 54.15181, 54.15763, 54.12215, 54.04342, 53.95733, 53.75981, 53.67059, 53.6453, 53.73332
)))"
UKE2,North Yorkshire,"list(list(c(-0.79091, -0.56227, -0.21245, -0.41294, -0.92522, -0.92345, -0.93767, -1.0486, -1.12529, -1.23279, -1.30199, -1.36282, -1.72717, -1.92043, -2.04613, -2.09375, -2.18448, -2.46952, -2.51435, -2.54067, -2.51435, -2.46083, -2.33985, -2.29417, -2.17017, -2.09375, -1.69686, -1.43478, -1.23479, -1.12529, -0.92463, -0.79091, 54.55948, 54.46373, 54.15763, 54.15181, 53.99155, 53.88079, 53.75981, 53.65608, 53.64153, 53.62114, 53.74176, 53.92285, 53.91024, 53.95484, 53.85014, 53.88531, 53.9523, 54.04626, 
54.09831, 54.12887, 54.16114, 54.22676, 54.25246, 54.40839, 54.45826, 54.47068, 54.53606, 54.48751, 54.51037, 54.50438, 54.49341, 54.55948)))"
UKE3,South Yorkshire,"list(list(c(-0.86527, -0.93552, -1.12529, -1.19969, -1.32467, -1.59912, -1.80147, -1.82219, -1.5864, -1.30121, -1.23279, -1.12529, -1.0486, -0.86527, 53.63773, 53.50252, 53.36526, 53.31145, 53.32881, 53.31132, 53.48099, 53.52112, 53.6072, 53.57704, 53.62114, 53.64153, 53.65608, 53.63773)))"
PT16,Centro (PT),"list(list(c(-6.9299, -6.81296, -6.80072, -6.86514, -6.9513, -7.00543, -6.87829, -7.02389, -7.54293, -7.8251, -7.965, -7.96727, -8.1726, -8.35229, -8.68562, -8.75938, -8.90342, -8.98785, -8.93028, -9.12307, -9.41645, -9.34122, -9.14028, -9.04026, -8.89493, -8.78403, -8.6873, -8.65312, -8.51069, -8.27337, -8.12667, -8.08917, -7.91568, -7.72648, -7.66948, -7.4542, -7.30717, -7.202, -7.15092, -6.9299, 41.02947, 40.83497, 40.36112, 40.27069, 40.25745, 40.1601, 39.97527, 39.68647, 39.66281, 39.53736, 39.53713, 
39.40364, 39.23331, 39.44884, 39.41448, 39.47574, 39.46601, 39.34402, 39.01802, 38.9433, 39.0547, 39.34824, 39.52553, 39.74142, 40.0455, 40.52036, 40.69184, 40.96478, 40.78168, 40.76317, 40.87126, 40.98756, 41.01997, 40.95024, 40.86927, 40.81261, 41.01792, 41.02055, 40.938, 41.02947)))"
PT17,Área Metropolitana de Lisboa,"list(list(c(-8.93028, -8.88274, -8.96847, -8.92488, -8.77684, -8.68211, -8.5468, -8.52494, -8.63911, -8.73506, -9.18017, -9.2471, -9.48699, -9.41645, -9.12307, -8.93028, 39.01802, 38.96396, 38.82776, 38.75867, 38.75274, 38.8224, 38.76344, 38.71177, 38.54949, 38.51567, 38.43423, 38.6368, 38.74234, 39.0547, 38.9433, 39.01802)))"
PT18,Alentejo,"list(list(c(-7.23147, -7.12645, -6.96753, -7.06797, -7.20313, -7.30841, -7.10795, -6.93174, -7.01268, -7.23641, -7.51269, -7.78333, -8.07743, -8.37793, -8.46994, -8.79632, -8.79826, -8.86515, -8.73506, -8.63911, -8.52494, -8.5468, -8.68211, -8.77684, -8.92488, -8.96847, -8.88274, -8.93028, -8.98785, -8.90342, -8.75938, -8.68562, -8.35229, -8.1726, -7.96727, -7.965, -7.8251, -7.54293, -7.31489, -7.23147, 39.27843, 39.1228, 39.03183, 38.84593, 38.75102, 38.45817, 38.18812, 38.20838, 38.03994, 37.96403, 
37.52626, 37.47634, 37.32941, 37.42726, 37.38536, 37.44295, 37.85932, 37.97756, 38.51567, 38.54949, 38.71177, 38.76344, 38.8224, 38.75274, 38.75867, 38.82776, 38.96396, 39.01802, 39.34402, 39.46601, 39.47574, 39.41448, 39.44884, 39.23331, 39.40364, 39.53713, 39.53736, 39.66281, 39.45589, 39.27843)))"
PT20,Região Autónoma dos Açores,"list(list(c(-25.05156, -25.01223, -25.17062, -25.18988, -25.05156, 37.01487, 36.9282, 36.94374, 36.986, 37.01487)), list(c(-25.6919, -25.58586, -25.48803, -25.42749, -25.26043, -25.14769, -25.13714, -25.16926, -25.24865, -25.36798, -25.50989, -25.56635, -25.69815, -25.84326, -25.85591, -25.78586, -25.6919, 37.84324, 37.81424, 37.84706, 37.82455, 37.86241, 37.8506, 37.78102, 37.74205, 37.74622, 37.71346, 37.70688, 37.74282, 37.73576, 37.82921, 37.86067, 37.91088, 37.84324)), list(c(-27.04368, -27.07907, 
-27.27729, -27.35234, -27.38021, -27.33369, -27.25703, -27.10208, -27.04368, 38.73589, 38.64355, 38.65253, 38.68715, 38.74767, 38.79387, 38.80304, 38.78547, 38.73589)), list(c(-27.78799, -27.8287, -27.944, -28.02572, -28.22209, -28.22791, -28.20486, -28.02485, -27.78799, 38.56392, 38.53425, 38.58969, 38.60248, 38.68068, 38.7052, 38.72273, 38.67184, 38.56392)), list(c(-27.99162, -27.93065, -28.04402, -28.08961, -27.99162, 39.09856, 39.01262, 39.01651, 39.07171, 39.09856)), list(c(-28.0467, -28.04355, 
-28.45189, -28.5261, -28.55274, -28.52447, -28.39436, -28.18593, -28.0467, 38.44189, 38.40493, 38.41837, 38.45208, 38.51232, 38.55231, 38.56252, 38.46289, 38.44189)), list(c(-28.62633, -28.75082, -28.81588, -28.71495, -28.59714, -28.62633, 38.52462, 38.52242, 38.59054, 38.64474, 38.59272, 38.52462)), list(c(-31.06361, -31.11899, -31.15761, -31.13497, -31.06554, -31.06361, 39.66973, 39.63239, 39.70531, 39.75584, 39.74359, 39.66973)), list(c(-31.12307, -31.17446, -31.25035, -31.27118, -31.23748, -31.12307, 
39.4638, 39.37186, 39.3727, 39.45239, 39.52472, 39.4638)))"
PT30,Região Autónoma da Madeira,"list(list(c(-15.84543, -15.81043, -15.92634, -15.90382, -15.84543, 30.20349, 30.09423, 30.11747, 30.1944, 30.20349)), list(c(-16.27467, -16.36633, -16.40718, -16.31762, -16.27373, -16.27467, 33.05316, 33.02519, 33.05374, 33.12597, 33.11573, 33.05316)), list(c(-17.19713, -17.05185, -16.90529, -16.81878, -16.74425, -16.82855, -16.94232, -17.21567, -17.26977, -17.19713, 32.87259, 32.80996, 32.83804, 32.76874, 32.74918, 32.63942, 32.63095, 32.73671, 32.81591, 32.87259)))"
RO11,Nord-Vest,"list(list(c(23.49361, 23.56954, 24.21533, 24.56784, 24.9471, 25.02211, 24.96084, 25.0753, 25.06338, 24.86075, 24.70903, 24.57114, 24.40102, 24.17958, 24.08907, 23.98528, 23.62341, 23.38852, 23.06209, 22.81195, 22.68985, 22.67658, 22.42952, 22.05609, 21.4414, 21.65896, 22.01472, 22.04107, 22.12832, 22.18084, 22.22184, 22.46685, 22.66793, 22.89627, 23.19314, 23.49361, 47.96781, 48.00715, 47.9029, 47.95598, 47.72912, 47.66731, 47.59685, 47.5124, 47.13654, 47.08754, 46.92626, 46.92104, 46.76217, 46.8047, 
46.73782, 46.43092, 46.43273, 46.53014, 46.48175, 46.56886, 46.51272, 46.40583, 46.40025, 46.63998, 46.65147, 47.02213, 47.39794, 47.52209, 47.59809, 47.60009, 47.66731, 47.78862, 47.79514, 47.95412, 48.10955, 47.96781)))"
