NUTS,NAME_LATN,geometry
TR72,"Kayseri, Sivas, Yozgat","list(list(c(38.14845, 38.24214, 38.78355, 38.72649, 38.39133, 38.45151, 38.34178, 38.33436, 38.40123, 38.34998, 37.8524, 37.74172, 37.53986, 37.55253, 37.34149, 36.76985, 36.4405, 36.27995, 36.11497, 35.89943, 35.60648, 35.56059, 35.21871, 35.28314, 35.25751, 35.05412, 34.88532, 35.06421, 34.98055, 35.03419, 34.90402, 34.80143, 34.64294, 34.51355, 34.40424, 34.10804, 34.05826, 34.17551, 34.39493, 35.03134, 35.12935, 35.17678, 35.35115, 35.44259, 35.60378, 35.90478, 36.00342, 36.11497, 36.57867, 36.70191, 
36.79409, 37.43131, 37.5872, 37.58406, 37.70287, 37.8931, 38.02108, 38.14845, 40.52422, 40.21249, 40.08327, 39.99729, 39.95198, 39.85576, 39.66344, 39.51975, 39.41889, 39.14994, 39.08729, 38.9942, 39.02206, 38.78181, 38.59352, 38.54644, 38.21943, 38.35987, 38.31836, 38.07917, 37.94122, 37.74544, 37.75922, 37.89942, 38.09528, 38.182, 38.34469, 38.56235, 38.80465, 39.00488, 39.26504, 39.32659, 39.41212, 39.49295, 39.6748, 39.793, 39.89402, 39.94043, 39.99591, 40.00996, 40.05534, 40.21931, 40.24338, 
40.23402, 40.10169, 40.09581, 39.95451, 39.96721, 39.97999, 40.17552, 40.2189, 40.18291, 40.34141, 40.42439, 40.3565, 40.38199, 40.49684, 40.52422)))"
TR83,"Samsun, Tokat, Çorum, Amasya","list(list(c(37.15235, 36.8791, 36.67126, 36.89117, 37.17105, 37.37536, 37.59295, 37.58406, 37.5872, 37.43131, 36.79409, 36.70191, 36.57867, 36.11497, 36.00342, 35.90478, 35.60378, 35.44259, 35.35115, 35.17678, 35.12935, 35.03134, 34.39493, 34.17551, 34.03161, 33.91623, 34.12229, 34.07381, 33.92988, 34.24301, 34.18703, 34.3052, 34.44935, 34.85675, 35.06882, 35.234, 35.3444, 35.5137, 35.68335, 35.92827, 36.02173, 36.11556, 36.15567, 36.39765, 36.50923, 36.7115, 36.95115, 37.15235, 41.14841, 40.96749, 
40.91563, 40.74889, 40.70582, 40.56253, 40.54126, 40.42439, 40.34141, 40.18291, 40.2189, 40.17552, 39.97999, 39.96721, 39.95451, 40.09581, 40.10169, 40.23402, 40.24338, 40.21931, 40.05534, 40.00996, 39.99591, 39.94043, 40.18128, 40.26304, 40.42775, 40.69848, 40.82781, 40.8967, 41.14659, 41.27662, 41.32738, 41.21563, 41.36674, 41.27638, 41.28909, 41.63598, 41.66826, 41.71485, 41.66826, 41.62148, 41.44259, 41.26453, 41.26336, 41.37032, 41.3017, 41.14841)))"
TR90,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane","list(list(c(42.51518, 42.58117, 42.46742, 42.28525, 41.96478, 41.81133, 41.3889, 41.30806, 41.16402, 40.60606, 40.46146, 40.08991, 40.05412, 39.86878, 39.82427, 39.65906, 39.6748, 39.7895, 39.6123, 39.42247, 38.95668, 38.78355, 38.24214, 38.14845, 38.02108, 37.8931, 37.70287, 37.58406, 37.59295, 37.37536, 37.17105, 36.89117, 36.67126, 36.8791, 37.15235, 37.54195, 37.74951, 37.88668, 38.10999, 38.49175, 39.17931, 39.4513, 39.62904, 40.13089, 40.32829, 40.6737, 41.2519, 41.54713, 41.81757, 41.95839, 
42.1769, 42.46742, 42.51518, 41.43828, 41.26924, 41.13362, 40.91644, 40.94648, 40.69808, 40.58355, 40.75605, 40.83494, 40.536, 40.52868, 40.57209, 40.50928, 40.44823, 40.22937, 40.09095, 40.01437, 39.94015, 39.87478, 39.88949, 40.06851, 40.08327, 40.21249, 40.52422, 40.49684, 40.38199, 40.3565, 40.42439, 40.54126, 40.56253, 40.70582, 40.74889, 40.91563, 40.96749, 41.14841, 41.03441, 41.10762, 40.99251, 40.95852, 40.91631, 41.0741, 41.09431, 41.00849, 40.9201, 40.98788, 41.0725, 41.32993, 41.52038, 
41.44825, 41.5104, 41.50872, 41.44823, 41.43828)))"
TRA1,"Erzurum, Erzincan, Bayburt","list(list(c(42.57465, 42.51228, 42.46742, 42.15, 42.46742, 42.57503, 42.46742, 42.32733, 42.46742, 42.5196, 42.46742, 42.4068, 42.11679, 41.76943, 41.64556, 41.44281, 41.20683, 41.02055, 40.65625, 40.65164, 40.44844, 40.30791, 39.84355, 39.59743, 39.15332, 38.82966, 38.87838, 38.74639, 38.76814, 38.68405, 38.59746, 38.34998, 38.40123, 38.33436, 38.34178, 38.45151, 38.39133, 38.72649, 38.78355, 38.95668, 39.42247, 39.6123, 39.7895, 39.6748, 39.65906, 39.82427, 39.86878, 40.05412, 40.08991, 40.46146, 
40.60606, 41.16402, 41.30806, 41.3889, 41.81133, 41.96478, 42.28525, 42.46742, 42.52634, 42.57465, 40.66908, 40.42987, 40.41212, 40.28651, 40.03813, 39.95393, 39.90719, 39.84636, 39.68043, 39.61861, 39.54852, 39.4671, 39.22112, 39.14422, 39.16413, 39.33641, 39.3537, 39.44632, 39.43108, 39.52291, 39.52216, 39.58747, 39.58982, 39.47734, 39.45346, 39.32101, 39.23512, 39.13924, 39.00626, 39.02384, 39.11358, 39.14994, 39.41889, 39.51975, 39.66344, 39.85576, 39.95198, 39.99729, 40.08327, 40.06851, 39.88949, 
39.87478, 39.94015, 40.01437, 40.09095, 40.22937, 40.44823, 40.50928, 40.57209, 40.52868, 40.536, 40.83494, 40.75605, 40.58355, 40.69808, 40.94648, 40.91644, 40.80002, 40.76237, 40.66908)))"
TRA2,"Ağrı, Kars, Iğdır, Ardahan","list(list(c(43.65392, 43.92383, 44.08631, 44.33563, 44.60253, 44.76834, 44.81204, 44.64311, 44.60253, 44.5021, 44.40207, 44.08631, 44.04996, 43.85436, 43.71496, 43.45758, 43.33153, 43.16504, 43.16525, 42.97964, 42.89274, 42.75008, 42.65402, 42.46742, 42.4068, 42.46742, 42.5196, 42.46742, 42.32733, 42.46742, 42.57503, 42.46742, 42.15, 42.46742, 42.51228, 42.57465, 42.52634, 42.46742, 42.28525, 42.46742, 42.58117, 42.51518, 42.61582, 42.79614, 42.82736, 43.16218, 43.23839, 43.40252, 43.47383, 43.46964, 
43.65836, 43.74145, 43.6002, 43.69603, 43.65392, 40.13038, 40.02081, 40.02209, 40.02406, 39.8329, 39.71415, 39.63174, 39.74929, 39.75281, 39.71699, 39.43226, 39.36999, 39.36282, 39.35857, 39.22798, 39.37447, 39.37948, 39.30476, 39.18208, 39.01662, 38.94156, 38.92519, 39.2282, 39.40852, 39.4671, 39.54852, 39.61861, 39.68043, 39.84636, 39.90719, 39.95393, 40.03813, 40.28651, 40.41212, 40.42987, 40.66908, 40.76237, 40.80002, 40.91644, 41.13362, 41.26924, 41.43828, 41.57925, 41.58562, 41.50071, 41.3082, 
41.19177, 41.18923, 41.1233, 41.05734, 40.9334, 40.75141, 40.4669, 40.18337, 40.13038)))"
TRB1,"Malatya, Elazığ, Bingöl, Tunceli","list(list(c(40.44844, 40.65164, 40.65625, 41.02055, 41.20683, 41.13107, 41.31149, 41.16131, 41.17656, 40.80375, 40.47366, 40.31407, 39.91243, 39.83974, 39.55967, 39.16286, 39.12275, 38.84173, 38.33176, 38.12381, 38.12831, 38.05929, 37.84996, 37.63867, 37.62747, 37.74159, 37.74187, 37.6473, 37.28943, 37.34149, 37.55253, 37.53986, 37.74172, 37.8524, 38.34998, 38.59746, 38.68405, 38.76814, 38.74639, 38.87838, 38.82966, 39.15332, 39.59743, 39.84355, 40.30791, 40.44844, 39.52216, 39.52291, 39.43108, 39.44632, 
39.3537, 39.25666, 39.05537, 38.85953, 38.71673, 38.57843, 38.59633, 38.46582, 38.45387, 38.3784, 38.28937, 38.30443, 38.18331, 38.02776, 38.19605, 38.10646, 37.99184, 37.94684, 37.90173, 37.93117, 38.0283, 38.15028, 38.2236, 38.33919, 38.48842, 38.59352, 38.78181, 39.02206, 38.9942, 39.08729, 39.14994, 39.11358, 39.02384, 39.00626, 39.13924, 39.23512, 39.32101, 39.45346, 39.47734, 39.58982, 39.58747, 39.52216)))"
TRB2,"Van, Muş, Bitlis, Hakkari","list(list(c(42.75008, 42.89274, 42.97964, 43.16525, 43.16504, 43.33153, 43.45758, 43.71496, 43.85436, 44.04996, 44.08631, 44.19852, 44.17578, 44.28897, 44.31756, 44.45801, 44.23834, 44.46286, 44.59186, 44.60253, 44.79783, 44.79315, 44.60253, 44.29609, 44.21448, 44.2365, 44.1582, 44.08631, 44.03107, 43.86086, 43.42456, 43.32406, 43.50539, 42.96621, 42.90237, 42.76799, 42.66968, 42.46742, 42.21359, 41.97949, 41.7023, 41.63397, 41.50618, 41.38055, 41.30475, 41.17656, 41.16131, 41.31149, 41.13107, 41.20683, 
41.44281, 41.64556, 41.76943, 42.11679, 42.4068, 42.46742, 42.65402, 42.75008, 38.92519, 38.94156, 39.01662, 39.18208, 39.30476, 39.37948, 39.37447, 39.22798, 39.35857, 39.36282, 39.31054, 39.14921, 38.98593, 38.82753, 38.41515, 38.33102, 37.91755, 37.80957, 37.71037, 37.46287, 37.31044, 37.17628, 37.15873, 36.98514, 37.07418, 37.24331, 37.30055, 37.30733, 37.31254, 37.22851, 37.27533, 37.43348, 37.71353, 37.76213, 37.89676, 37.91363, 37.88573, 38.01586, 38.17916, 38.13935, 38.24654, 38.48988, 38.56498, 
38.49225, 38.66466, 38.71673, 38.85953, 39.05537, 39.25666, 39.3537, 39.33641, 39.16413, 39.14422, 39.22112, 39.4671, 39.40852, 39.2282, 38.92519)))"
TRC1,"Gaziantep, Adıyaman, Kilis","list(list(c(39.12275, 39.21271, 39.24518, 39.09983, 38.83307, 38.1917, 38.00805, 37.88315, 37.84325, 38.04759, 37.58552, 37.1548, 36.67878, 36.66001, 36.46567, 36.53034, 36.69739, 36.91079, 37.08292, 37.52848, 37.62322, 37.4521, 37.63867, 37.84996, 38.05929, 38.12831, 38.12381, 38.33176, 38.84173, 39.12275, 38.18331, 38.18938, 38.13947, 38.01248, 37.65227, 37.43293, 37.45474, 37.31959, 37.17463, 36.84555, 36.70377, 36.66188, 36.83266, 36.83323, 36.94867, 37.08439, 37.21814, 37.3201, 37.19181, 37.38429, 
37.51165, 37.6508, 37.93117, 37.90173, 37.94684, 37.99184, 38.10646, 38.19605, 38.02776, 38.18331)))"
TRC2,"Şanlıurfa, Diyarbakır","list(list(c(41.38055, 41.20292, 41.23803, 41.02031, 41.04501, 40.90736, 40.68773, 40.61506, 40.3042, 39.85555, 40.09329, 40.12813, 40.22603, 39.82036, 39.24055, 38.74474, 38.37979, 38.04759, 37.84325, 37.88315, 38.00805, 38.1917, 38.83307, 39.09983, 39.24518, 39.21271, 39.12275, 39.16286, 39.55967, 39.83974, 39.91243, 40.31407, 40.47366, 40.80375, 41.17656, 41.30475, 41.38055, 38.49225, 38.31296, 38.12737, 37.84051, 37.71503, 37.66785, 37.71205, 37.62038, 37.52265, 37.53101, 37.1476, 36.994, 36.90137, 
36.75667, 36.67087, 36.70706, 36.89494, 36.84555, 37.17463, 37.31959, 37.45474, 37.43293, 37.65227, 38.01248, 38.13947, 38.18938, 38.18331, 38.30443, 38.28937, 38.3784, 38.45387, 38.46582, 38.59633, 38.57843, 38.71673, 38.66466, 38.49225)))"
UKI7,Outer London — West and North West,"list(list(c(-0.19142, -0.21597, -0.24633, -0.25302, -0.2445, -0.22283, -0.25398, -0.3177, -0.45861, -0.50967, -0.48999, -0.50056, -0.30442, -0.18205, -0.13872, -0.17122, -0.2134, -0.19142, 51.53629, 51.52793, 51.5328, 51.5014, 51.4887, 51.47182, 51.43724, 51.39367, 51.45631, 51.46917, 51.49475, 51.59969, 51.63635, 51.6686, 51.61019, 51.57243, 51.55515, 51.53629)))"
UKJ1,"Berkshire, Buckinghamshire and Oxfordshire","list(list(c(-0.59177, -0.65295, -0.67804, -0.5536, -0.66145, -0.50056, -0.48999, -0.50967, -0.77544, -1.12529, -1.30121, -1.42967, -1.49828, -1.58469, -1.60279, -1.6871, -1.66573, -1.56012, -1.3319, -1.25148, -1.11806, -0.99673, -0.87129, -0.84231, -0.70542, -0.6681, -0.59177, 52.11069, 51.96923, 51.91243, 51.82671, 51.78471, 51.59969, 51.49475, 51.46917, 51.33195, 51.3583, 51.37155, 51.33653, 51.32938, 51.52491, 51.5183, 51.69067, 51.98749, 51.98179, 52.16848, 52.02264, 52.01543, 52.07018, 52.04025, 
52.12435, 52.19157, 52.19503, 52.11069)))"
UKJ2,"Surrey, East and West Sussex","list(list(c(-0.3177, -0.33066, -0.25187, -0.15651, 0.00233, 0.04243, 0.05005, 0.26189, 0.60543, 0.78806, 0.85478, 0.26189, -0.03818, -0.21601, -0.79473, -0.93283, -0.93858, -0.90069, -0.75345, -0.84888, -0.7572, -0.77544, -0.50967, -0.45861, -0.3177, 51.39367, 51.32901, 51.36415, 51.32151, 51.32913, 51.29267, 51.14264, 51.09284, 51.01206, 51.00052, 50.92371, 50.75149, 50.7995, 50.82756, 50.73757, 50.84315, 50.87372, 51.00052, 51.08645, 51.21071, 51.24455, 51.33195, 51.46917, 51.45631, 51.39367)))"
UKJ3,Hampshire and Isle of Wight,"list(list(c(-0.93858, -0.93283, -0.98511, -1.02397, -1.06992, -1.12529, -1.21204, -1.36516, -1.45196, -1.34199, -1.69205, -1.95681, -1.63681, -1.64456, -1.49828, -1.42967, -1.30121, -1.12529, -0.77544, -0.7572, -0.84888, -0.75345, -0.90069, -0.93858, 50.87372, 50.84315, 50.80173, 50.83292, 50.80718, 50.83502, 50.81419, 50.88007, 50.91412, 50.80226, 50.73663, 50.98983, 50.97042, 51.19591, 51.32938, 51.33653, 51.37155, 51.3583, 51.33195, 51.24455, 51.21071, 51.08645, 51.00052, 50.87372)), list(c(-1.1985, 
-1.30119, -1.48835, -1.51207, -1.30119, -1.11257, -1.1985, 50.6008, 50.57537, 50.6609, 50.68667, 50.76654, 50.69117, 50.6008)))"
UKJ4,Kent,"list(list(c(0.4589, 0.67466, 0.62689, 0.79524, 0.90645, 0.95034, 1.10454, 1.41669, 1.36364, 1.10454, 1.03943, 0.97605, 0.95545, 0.90645, 0.85478, 0.78806, 0.60543, 0.26189, 0.05005, 0.04243, 0.14887, 0.15297, 0.21744, 0.26189, 0.38438, 0.4589, 51.45494, 51.45571, 51.37521, 51.43622, 51.37135, 51.34574, 51.37235, 51.3569, 51.14619, 51.0688, 51.04962, 51.00052, 50.92444, 50.92409, 50.92371, 51.00052, 51.01206, 51.09284, 51.14264, 51.29267, 51.4085, 51.4087, 51.48007, 51.46081, 51.45765, 51.45494)))"
UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area","list(list(c(-1.66573, -1.6871, -1.60279, -1.58469, -1.49828, -1.64456, -1.63681, -1.95681, -2.09375, -2.17101, -2.23559, -2.32584, -2.26056, -2.28908, -2.46084, -2.51435, -2.58436, -2.99295, -2.80883, -2.67961, -2.67381, -2.58436, -2.53469, -2.58436, -2.66609, -2.65021, -2.58436, -2.51435, -2.47402, -2.46705, -2.35136, -2.28064, -2.09375, -1.85661, -1.76763, -1.66573, 51.98749, 51.69067, 51.5183, 51.52491, 51.32938, 51.19591, 50.97042, 50.98983, 50.95814, 51.00052, 51.06365, 51.07968, 51.25652, 51.32528, 
51.28193, 51.28579, 51.29084, 51.32032, 51.47015, 51.48021, 51.54443, 51.62984, 51.67727, 51.66295, 51.6394, 51.82615, 51.85022, 51.8758, 51.89054, 51.97826, 52.02137, 51.98272, 52.00145, 52.02522, 52.11259, 51.98749)))"
UKK2,Dorset and Somerset,"list(list(c(-2.28908, -2.26056, -2.32584, -2.23559, -2.17101, -2.09375, -1.95681, -1.69205, -1.74073, -2.02981, -1.97975, -2.01779, -2.51435, -2.58436, -2.94781, -2.95432, -3.79818, -3.72078, -3.05924, -2.99295, -2.58436, -2.51435, -2.46084, -2.28908, 51.32528, 51.25652, 51.07968, 51.06365, 51.00052, 50.95814, 50.98983, 50.73663, 50.72154, 50.71556, 50.65198, 50.60244, 50.60803, 50.62584, 50.71831, 50.82117, 51.12529, 51.23309, 51.19003, 51.32032, 51.29084, 51.28579, 51.28193, 51.32528)))"
UKK3,Cornwall and Isles of Scilly,"list(list(c(-4.54596, -4.44742, -4.21863, -4.2864, -4.73624, -4.81711, -5.06809, -5.08306, -5.19549, -5.45339, -5.68455, -5.66365, -5.28572, -5.06817, -4.99889, -4.8117, -4.61809, -4.54596, 50.92835, 50.89386, 50.4752, 50.37596, 50.31995, 50.23408, 50.1828, 50.03496, 49.98236, 50.1127, 50.06587, 50.1497, 50.27236, 50.43513, 50.55719, 50.60736, 50.74221, 50.92835)), list(c(-6.24054, -6.34983, -6.38467, -6.28345, -6.24054, 49.9468, 49.88122, 49.9365, 49.99794, 49.9468)))"
UKK4,Devon,"list(list(c(-3.51044, -3.67783, -3.83752, -3.93069, -4.07541, -4.12328, -4.18704, -4.21863, -4.44742, -4.54596, -4.49758, -4.30893, -4.15913, -3.72078, -3.79818, -2.95432, -2.94781, -3.26428, -3.50903, -3.51044, 50.37885, 50.21822, 50.22757, 50.30222, 50.3021, 50.34681, 50.4244, 50.4752, 50.89386, 50.92835, 51.00688, 51.00851, 51.19195, 51.23309, 51.12529, 50.82117, 50.71831, 50.6633, 50.51651, 50.37885)))"
EL61,Thessalia,"list(list(c(24.13312, 24.10984, 24.00103, 24.08518, 24.13312, 39.3618, 39.29104, 39.30541, 39.4027, 39.3618)), list(c(24.03744, 23.99112, 23.91986, 23.94362, 23.89342, 23.95209, 23.9852, 24.03943, 24.03744, 39.09969, 39.06593, 39.12382, 39.18473, 39.20797, 39.28011, 39.18843, 39.17197, 39.09969)), list(c(23.78173, 23.73186, 23.65926, 23.62626, 23.64884, 23.78173, 39.12989, 39.07371, 39.08658, 39.15381, 39.17285, 39.12989)), list(c(23.52796, 23.49, 23.41636, 23.42716, 23.52796, 39.19763, 39.09976, 
39.1409, 39.21244, 39.19763)), list(c(22.1157, 22.2314, 22.33402, 22.39095, 22.54673, 22.66458, 22.84565, 22.91591, 23.12194, 23.3295, 23.21761, 23.10319, 22.89672, 22.84265, 23.01702, 22.53631, 22.5049, 22.2582, 22.18658, 22.03289, 21.93851, 21.69847, 21.69133, 21.6286, 21.49503, 21.44441, 21.39638, 21.37289, 21.38658, 21.18161, 21.14781, 21.2956, 21.51762, 21.91769, 21.9162, 22.1157, 40.19025, 40.12422, 40.15889, 40.04516, 39.95993, 39.97476, 39.79098, 39.60294, 39.46044, 39.19598, 39.13783, 39.29345, 
39.30041, 39.20991, 39.00317, 39.05061, 39.13052, 39.27219, 39.18798, 39.05091, 39.06508, 39.18798, 39.24042, 39.25142, 39.22791, 39.18798, 39.16474, 39.17461, 39.32541, 39.50109, 39.66973, 39.85746, 39.89319, 39.85205, 39.97235, 40.19025)), list(c(23.11443, 23.1415, 23.03551, 23.06263, 23.11443, 39.1776, 39.07407, 39.08627, 39.1873, 39.1776)))"
EL62,Ionia Nisia,"list(list(c(20.95132, 20.89207, 20.85437, 20.88961, 20.95343, 20.95132, 38.59475, 38.51954, 38.59653, 38.6518, 38.64662, 38.59475)), list(c(20.89767, 20.8262, 20.63122, 20.6385, 20.69441, 20.75486, 20.86864, 20.89767, 37.74229, 37.66295, 37.81852, 37.87895, 37.92016, 37.85941, 37.81852, 37.74229)), list(c(20.62774, 20.62602, 20.67255, 20.81199, 20.79205, 20.70246, 20.60623, 20.56451, 20.44068, 20.3395, 20.4015, 20.48976, 20.53414, 20.53798, 20.58194, 20.62774, 38.32541, 38.25905, 38.2804, 38.11097, 
38.06559, 38.07056, 38.11794, 38.09188, 38.1629, 38.18899, 38.32889, 38.31146, 38.34055, 38.46775, 38.4629, 38.32541)), list(c(20.77719, 20.69553, 20.62263, 20.70883, 20.69322, 20.77719, 38.3105, 38.30669, 38.46299, 38.44498, 38.40974, 38.3105)), list(c(20.75272, 20.61587, 20.56011, 20.55679, 20.59987, 20.64851, 20.71793, 20.75272, 38.63258, 38.60071, 38.62655, 38.68013, 38.7804, 38.83286, 38.84599, 38.63258)), list(c(19.99968, 19.98207, 19.89273, 19.63872, 19.70462, 19.92331, 19.86737, 19.93955, 
19.99968, 39.45113, 39.41958, 39.45034, 39.75556, 39.79753, 39.78692, 39.69071, 39.50044, 39.45113)))"
EL63,Dytiki Elláda,"list(list(c(22.37297, 22.35263, 22.2398, 22.26431, 22.03728, 21.88974, 21.81061, 21.80466, 21.96559, 21.90267, 21.87408, 21.68023, 21.57227, 21.20364, 21.13006, 21.35107, 21.38929, 21.61852, 21.86595, 22.37297, 38.14222, 38.03291, 37.92747, 37.83916, 37.79195, 37.86589, 37.81852, 37.61476, 37.48345, 37.45625, 37.39954, 37.37743, 37.53007, 37.81852, 37.90951, 38.10214, 38.19992, 38.15777, 38.33085, 38.14222)), list(c(21.946, 21.99943, 22.00409, 21.93775, 21.85173, 21.16978, 21.05318, 20.75531, 20.87172, 
21.0775, 21.13084, 21.10861, 21.14403, 21.37289, 21.39638, 21.39884, 21.57409, 21.59311, 21.79812, 21.946, 38.784, 38.76861, 38.55639, 38.4909, 38.37454, 38.33373, 38.55415, 38.86382, 38.93358, 38.8848, 38.96062, 39.04615, 39.11356, 39.17461, 39.16474, 39.02055, 38.85504, 38.73722, 38.70351, 38.784)))"
EL64,Sterea Elláda,"list(list(c(24.69116, 24.62565, 24.53253, 24.55693, 24.42847, 24.4873, 24.57787, 24.57396, 24.69116, 38.78962, 38.74247, 38.7937, 38.82732, 38.87918, 38.98192, 38.93, 38.87188, 38.78962)), list(c(22.5049, 22.53631, 23.01702, 22.94951, 22.77179, 22.61691, 22.58591, 23.02628, 23.13422, 23.29088, 23.3283, 23.50421, 23.11713, 23.19869, 23.32446, 23.59507, 24.08122, 24.26818, 24.48792, 24.51833, 24.44372, 24.28534, 23.97881, 23.65557, 23.69042, 23.63449, 23.52419, 23.35459, 23.12618, 22.81825, 22.60828, 
22.56817, 22.43917, 22.36052, 22.18536, 21.98943, 21.85173, 21.93775, 22.00409, 21.99943, 21.946, 21.79812, 21.59311, 21.57409, 21.39884, 21.39638, 21.44441, 21.49503, 21.6286, 21.69133, 21.69847, 21.93851, 22.03289, 22.18658, 22.2582, 22.5049, 39.13052, 39.05061, 39.00317, 38.93346, 38.87729, 38.8984, 38.85556, 38.74325, 38.6569, 38.6432, 38.50563, 38.55848, 38.87339, 38.98836, 38.98588, 38.79425, 38.63774, 38.27138, 38.13577, 38.05162, 37.9984, 38.02841, 38.36803, 38.35205, 38.3403, 38.21134, 38.14253, 
38.25784, 38.1684, 38.2348, 38.35866, 38.30669, 38.42757, 38.35543, 38.33677, 38.39893, 38.37454, 38.4909, 38.55639, 38.76861, 38.784, 38.70351, 38.73722, 38.85504, 39.02055, 39.16474, 39.18798, 39.22791, 39.25142, 39.24042, 39.18798, 39.06508, 39.05091, 39.18798, 39.27219, 39.13052)), list(c(23.02034, 22.95972, 22.85994, 22.92546, 23.02034, 38.86793, 38.81536, 38.85865, 38.914, 38.86793)))"
EL65,Peloponnisos,"list(list(c(23.11753, 23.1797, 23.07141, 23.13592, 23.12003, 23.20038, 23.19823, 23.42154, 23.42442, 23.12557, 23.08156, 22.74887, 22.73321, 22.89934, 22.9808, 23.06394, 22.68511, 22.56501, 22.43701, 22.28518, 22.11395, 21.97323, 21.86016, 21.70973, 21.60555, 21.68023, 21.87408, 21.90267, 21.96559, 21.80466, 21.81061, 21.88974, 22.03728, 22.26431, 22.2398, 22.35263, 22.37297, 22.43917, 22.86674, 22.94882, 22.92924, 23.11753, 38.06065, 37.95159, 37.88913, 37.81253, 37.72998, 37.59665, 37.53295, 37.46013, 
37.4117, 37.3289, 37.44481, 37.56858, 37.48728, 37.11963, 37.0479, 36.55503, 36.76224, 36.69709, 36.50613, 36.78796, 36.96439, 36.94279, 36.79914, 36.86883, 37.10395, 37.37743, 37.39954, 37.45625, 37.48345, 37.61476, 37.81852, 37.86589, 37.79195, 37.83916, 37.92747, 38.03291, 38.14222, 38.13372, 37.94951, 37.97448, 38.06143, 38.06065)))"
ES11,Galicia,"list(list(c(-6.82417, -7.01048, -7.07683, -6.84197, -6.82188, -6.7525, -6.78431, -6.81664, -6.96819, -6.9858, -7.15913, -7.20046, -7.4163, -7.73453, -8.05186, -8.16508, -8.19629, -8.1045, -8.199, -8.60836, -8.86319, -8.86605, -8.78898, -8.82963, -8.78513, -8.83519, -8.72675, -9.00456, -9.01206, -8.98523, -9.14859, -9.13547, -9.2475, -9.13595, -8.86029, -8.27813, -8.29635, -8.24062, -7.91273, -7.69974, -7.46231, -7.25947, -7.03184, -7.16282, -6.94498, -6.85266, -6.93779, -6.82417, 42.91501, 42.68615, 
42.50812, 42.47862, 42.44876, 42.34562, 42.25361, 42.23248, 42.13343, 41.97145, 41.97324, 41.87975, 41.82755, 41.90199, 41.82061, 41.8183, 41.92518, 42.03778, 42.15442, 42.05153, 41.87207, 42.0865, 42.23248, 42.27709, 42.37156, 42.44876, 42.68825, 42.56619, 42.70065, 42.76376, 42.80186, 42.89774, 42.98968, 43.17253, 43.31167, 43.37329, 43.50286, 43.5679, 43.73816, 43.73511, 43.71545, 43.5838, 43.54447, 43.39075, 43.15888, 43.14578, 43.04135, 42.91501)))"
ES12,Principado de Asturias,"list(list(c(-4.5123, -4.54342, -4.84104, -4.92143, -5.14338, -5.69657, -5.81116, -6.01939, -6.29214, -6.37588, -6.52566, -6.82417, -6.93779, -6.85266, -6.94498, -7.16282, -7.03184, -6.29214, -5.84285, -5.65981, -5.38646, -5.18044, -4.5123, 43.3932, 43.2945, 43.18071, 43.21974, 43.09815, 43.03492, 42.97034, 43.06699, 43.0318, 43.03857, 42.92311, 42.91501, 43.04135, 43.14578, 43.15888, 43.39075, 43.54447, 43.56991, 43.64158, 43.55031, 43.55023, 43.47384, 43.3932)))"
ES13,Cantabria,"list(list(c(-3.15334, -3.26611, -3.42163, -3.41768, -3.65112, -3.88048, -3.94144, -3.90203, -3.84088, -3.99967, -3.99748, -4.03007, -4.04593, -4.08136, -4.1652, -4.22392, -4.25232, -4.4259, -4.73702, -4.84104, -4.54342, -4.5123, -3.86087, -3.78885, -3.58939, -3.15334, 43.35322, 43.25573, 43.24225, 43.13337, 43.15403, 43.03116, 42.95313, 42.89774, 42.81181, 42.76893, 42.80186, 42.80186, 42.76657, 42.76142, 42.80186, 42.89774, 42.94409, 43.04148, 43.02092, 43.18071, 43.2945, 43.3932, 43.48211, 43.43806, 
43.50306, 43.35322)))"
ES21,País Vasco,"list(list(c(-2.41285, -2.17319, -2.09375, -1.78598, -1.7289, -2.25081, -2.324, -2.41559, -2.4376, -2.42072, -2.51435, -2.58436, -2.63785, -2.71227, -2.78028, -2.85812, -2.955, -3.20367, -3.15316, -3.03699, -3.08902, -3.1414, -3.26603, -3.41768, -3.42163, -3.26611, -3.15334, -2.76113, -2.58436, -2.51435, -2.41285, 43.32108, 43.29299, 43.30479, 43.35048, 43.29609, 42.89569, 42.68583, 42.63238, 42.60343, 42.48927, 42.49071, 42.49179, 42.49261, 42.59945, 42.6175, 42.63817, 42.70065, 42.86103, 42.89774, 
42.98219, 43.00158, 43.16148, 43.18772, 43.13337, 43.24225, 43.25573, 43.35322, 43.44163, 43.38044, 43.35622, 43.32108), c(-2.76693, -2.59426, -2.58436, -2.57545, -2.58436, -2.73167, -2.83322, -2.86558, -2.76693, 42.66709, 42.65322, 42.69614, 42.73473, 42.73803, 42.79256, 42.79486, 42.73958, 42.66709)))"
